content	Sentiment	Emotion
Maap aku turunin 4 bintang, krn saat loading map sering banget dipaksa nonton iklan 20dtk gak bisa di skip dan itu menjengkelkan	Negative	Anger
Mabar masih ngebug,abis next kota pada ilang,ga keliatan,tolong perbaiki, Mau ambil bonus pake iklan malah iklan nya yg ngebug,jadi harus di close trus login lg,tolong perbaiki,sama model bus nya di tambah dong dari dulu itu mulu model/type bus nya, Modifikasi kurang lampu kolong sama pilihan velg kurang banyak cuma beberapa yg bisa di ganti warna,TOLONG!!	Negative	Anger
Mahal banget coy mb nya	Negative	Anger
Mahok	Negative	Anger
Main bareng jelek	Negative	Anger
Makan tuh bintang satu, anda kira masyarakat ga bisa mbedain mana media yg bener dan yg ngga bener. !!!!!	Negative	Anger
Makan tuh bintang satu, ga bisa di percaya !!!!	Negative	Anger
Makin banyak pembaruan kok makin ngeleg, bagus sih tapi gk kayak dulu yg sekarang makin susah	Negative	Anger
Makin baru makin ribet	Negative	Anger
Makin begok ini game..kesal bnget dah main nya..Setalah abdate bukan semakin enak..makin parah..di saat belok patah2 dan lambat respon..gak semulus versi 3.6.1..mending di 3.6.1..mulus.. Klo lama2 gini bkin bosan..dan lama2 lgi bakal unistal ini apk..tlong di perbaiki..	Negative	Anger
Makin buruk aja	Negative	Anger
Makin buruk aja, transfer aja nunggu berjam jam	Negative	Anger
Makin buruk. Banyak bug. Kayak livery selalu tidak pas.	Negative	Anger
Makin di update makin parah ini game force close trus pdhl hp gua support game² berat, jaringan WiFi dirumah gua stabil, iklan sangat mengganggu 	Negative	Anger
Makin diupdate bukannya ada perbaikan sistem malah makin sering disconnect.	Negative	Anger
Makin gak karuan, masa main bareng lawan mainnya pada hilang tiba² semua kayak di telan bumi tak ada jejak cek di info pun gak ada, nama kita saja tak ada di info apa lagi nama pemain lain	Negative	Anger
Makin gak kredibel, media bayaran. Media sampah. Bintang 1 auto unfollow	Negative	Anger
Makin jelek. Iklan terus menerus kualitas game nya jelek sering ngebug.	Negative	Anger
Makin kesini berita makin sampah, isinya overproud indo doang. Egy nyaris cetak gol aja diberitain gblog wkwk padahal tim gurem dan liga sampah. Orang kampung ini pasti jurnalisnya. Egy sama witan dah kaya tuhan dibangga banggain. Sirkuit mandalika aja diberitain mulu ampe berbulan bulan. Norak lo jembud.	Negative	Anger
makin kesini makin buruk aja.. virtual akun biasanya cepet jd super lambat,, apalagi kalo hari sabtu atau minggu pasti aja bermasalah komplen nunggunya lamaa. bikin pelanggan kabur	Negative	Anger
MAKIN KESINI MAKIN BURUK PELAYANAN NYA	Negative	Anger
Makin lama kayak media tempe, suka main framing yang gak bener Bakal jdi media sampah ini	Negative	Anger
Makin lama makin ampas ini aplikasi. Sering gangguan. Lama transfer nya 	Negative	Anger
Makin lama makin banyak bug, bug loading map, bug livery, bug hujan, dll. Tolong diperbaiki semua bug tersebut dan satu lagi, kurangi iklan nya!! Masa setiap loading map iklan teruss, menurutku kebanyakan iklan ini lah yang membuat   banyak bug.	Negative	Anger
Makin lama makin bayak biaya transfer! mending ke sebelah lah!!	Negative	Anger
Makin lama makin buruk nie game.. semenjak ada APK anti Kick,GG dll, yg mana mereka main pada tepat nya.. dulu nya nyaman dan asiek main game ini sekarang tidak karuan.. dulu kalau ada pemain yang yg tidak nyaman bisa di laporkan.. sekarang laporan nya udah gak ada lagi.... Maaf ku kasih bintang satu game ini, kalau dulu ku kasih bintang lima.. karana game ini di buat oleh anak bangsa..	Negative	Anger
Makin lama makin busuk..eror teruss	Negative	Anger
Makin lama makin oke. Di tunggu update Map dari Sabang sampai Merauke. Dan iklan saat ganti map tolong di hilangkan. Karena itu bikin kesel. Bikin pengen uninstall	Negative	Anger
Makin lama transaksi jadi makin lama, gak berhasil2.. Kesel nunggu nya, mana sering gagal lagi.. Gak jelas.. Stiap trf kok harus nunggu min 1 jam dulu.. Coba kayak apk Flip, yg pasti 10 menit udh berhasil..	Negative	Anger
Makin parah, mode pariwisata ganti map malah force close. Masih banyak bug bug dan makin parah.	Negative	Anger
makin parah..semua reedem pulsa di hilangkan kecuali tri aja. klau mau banyak rate kembalikn semula !!	Negative	Anger
Maksud Nya Apa?.. Sekarang kok SuLit Dikendalikan?.. Apa Asyik Nya?.. Cari Bus DiToko & Modifikasi Di Garasi itu Otomatis Menggunakan Kuwota, Mohon DiPertimbangkan.	Negative	Anger
Malas baca  Indonesia, malas bener. Sorry, uninstal, unfollow.	Negative	Anger
Males jir fuel nya cepet abis	Negative	Anger
Males lah ajg main nih banyak iklan	Negative	Anger
Malesin	Negative	Anger
Mampir ke sini cuma mau ngasi bntang 1 doang media prett	Negative	Anger
Mampus	Negative	Anger
mana appl nya ngk bisa di gunakan kata ny dri BANK.BI.yg ikut kerja sama tpi bikin kesel	Negative	Anger
Mana JB3? Atau tambahin kek bus karoseri lain, tidak semua org bisa dan ngerti pakai mod, ini sudah terlalu lama tidak ada pembaharuan bus²nya	Negative	Anger
Mana update nya masih banyak bug nih.. Kontak gak sinkron, chat sering pending, lemot, jd males..	Negative	Anger
Mantap, sekarang algoritma nya payah, 	Negative	Anger
Masa harus bayar,,gila mahal lagi	Negative	Anger
Masa mau bales chat aja mesti langganan dulu sih payah banget,, auto uninstal deh 	Negative	Anger
Masa mau bales chat harus langganan dulu. Malesin deh auto uninstall	Negative	Anger
masa trafiknya pada nabrak terus, klu lagi jalan santai atu mau belok pasti di tabrak terus jelek banget si	Negative	Anger
Masalah lagi masalah lagi masalah lagi, transaksi gagal malah mempersulit customer! Jangan download guys! Transaksi sering nyangkut, dana saya entah kemana!, unistall, sudah kapok!! paling sebentar lagi balasan nya cuma mohon maaf!	Negative	Anger
masi burikk bangat kalu bikin game bikinla kaya ets2 ini ukuran nya besar tapi gamenya burikk	Negative	Anger
Masi sering reconnect sangat mengganggu	Negative	Anger
Masih ada bug. Dimana di pentunjuk map ada tulisan "turunkan penumpang di terminal" tapi jalanan malah balik lagi ke jalan yg sebelumnya, jadi gk nyampe nyampe. Contoh dari Lingkar Nagreg mau ke bandung, pas di Nagreg udh beres, ada iklan dulu. Ehh malah balik lagi ke Tasikmalaya. Itu gimana? Benerin donk	Negative	Anger
Masih bagus versi lama update yg baru kek anj ssuka ngelag ngelag yg bikin kek asu emng daerah apa apa udah di tambah tpi suka ngelag kalo bikin permainan yg bisa bikin nyaman ya bang biar enak di maini gameny	Negative	Anger
Masih banyak yg kurang terutama untuk Steer sensitivitasnya masih sangat licin apalagi buat mobil pribadi/mobil kecil masih sangat sangat licin walaupun snsitivitasnya sudah nol disarankan supaya lebih diperhatikan lagi ya Juga Bot nya nggk sabaran jadi mobil suka sambar" nggk jelas Payah,,	Negative	Anger
Masih kurang OK  krn transfer dari BCA ke Bank lain tidak bisa pake virtual account - dgn manual transfer butuh waktu beberapa menit dana baru msk ke rek tujuan & dgn sistem manual transfer dana hrs msk ke rek. Dompet Harapan Bangsa dulu & hrs pake 3 digit angka yg hrs ditambahkan pda saat transfer - ini jdi ribet & sgt be'resiko klo kita lupa tambahkan 3 digit tsb urusan nya duit nyangkut direk DOMPET HARAPAN BANGSA lalu kita hub kemana coba ? Dibuat simple & lebih mudah dong min	Negative	Anger
Masih sering berkendala dalam transaksi2nya. sebenarnya ini aplikasi bagus dan sistemnya juga bagus sayang belum stabil. jadi sering banget kita mesti kecewa krn transaksi GAGAL dan duit kita NYANGKUT cukup lama di sistem. dan response adminnya dalam penanganan complain sangat lamban butuh berhari2 untuk refund saya rasa mungkin krn pengecekannya dilakukan MANUAL. jadi disarankan kalo keperluan yg URGENT2 spt transfer isi gopay dll jadi perlu mikir 2x buat pake aplikasi ini. iam back to FLIP.	Negative	Anger
Masok pak eko Point saya gx bisa di tuker anjing	Negative	Anger
Mau baca berita aja ribet amat daftarnya Pake gmail gak bisa gimana sih	Negative	Anger
Mau balas SMS suruh bayar dulu ,, di coba bayar pakek pulsa Smartfren , eh malah gagal trus ,, kacau ceritanya kalau kayak gini	Negative	Anger
Mau daftar aja lama bangat buka nya. Aplikasi ga guna	Negative	Anger
Mau Daftar aja susah.. Selfie udh bolak balik masih ditolak.. Padahal tangan, ktp udh pas.. Ga paham gw	Negative	Anger
Mau daftar akun baru gk bisa njirr	Negative	Anger
Mau download game yang lain jadi susah!!	Negative	Anger
Mau kirim pesan aja berbayar,dasar kapitalis!	Negative	Anger
mau komentar di berita susah ,gak bisa2.. suruh login terus.. payah..	Negative	Anger
mau login ribet amat sihh-_-	Negative	Anger
Mau main aja lama bngt,wktu ny..kudu pake duit,,auto w delete	Negative	Anger
mau main bareng aja, join kamar loading nya hampir 30mnt, pdhl hp memumpuni kuota banyak, apa lg coba, susah bett skrng game ini, perkembangan nya mlh mnurun, skalinya masuk, peserta gk trlihat di mapp	Negative	Anger
mau nambah no rekening aja ribet amat gak jelas. shrusnya tinggal ngisi no rek aja,mlah ribet	Negative	Anger
Mau pasang mod susah bat anjg	Negative	Anger
Mau TF disuruh verifikasi data terus.. Waktu itu berhasil dan bisa TF, eh tiba2 gagal verifikasi.. Akhirnya suruh daftar lagi. Sampai udah sekian kalinya gagal terus.. Aplikasi yg merepotkan.	Negative	Anger
Max simal neng nabrak uwet atau rumah hacor bis nya hancur juga	Negative	Anger
MB donwlod ny kurangin napa min,makin update makin bagus dalam geme ny tapi MB ny 500ke bawah lah jangan ke atas ,grafik g hd banget g PP asal bisa main lagi di hp kentang ini !!	Negative	Anger
MB sangat buruk	Negative	Anger
Mbak nie cara daftar nya gmnh cih kok masukin nomer ponsel nggk bisa..bisa cih	Negative	Anger
Mbelgedes	Negative	Anger
Medan gadak burik	Negative	Anger
Media abal abal	Negative	Anger
Media abal-abal	Negative	Anger
media antek amerika	Negative	Anger
Media apa sih ini, saya perlu informasi valid, bukan gosip, clickbait, dsb, tambah lama tambah aneh	Negative	Anger
Media bayaran ya , beritanya selalu ngaco kalau udah berbau bisnis.. Udah download langsung gue uninstall. Jijik	Negative	Anger
Media berita penyebar kebencian.. Yg kyk gni harusnya d tutup..	Negative	Anger
Media bgsd berita gk akurat. Suka jelek jelekin pemerintah	Negative	Anger
Media busuk	Negative	Anger
MEDIA DAJJAL	Negative	Anger
Media dgn orientasi utama mendapatkan rating n uang. Itu salah satu ciri2 media munafik. Mengaku berita independen dan terpercaya tapi taik kucing. Masih ingat kasus memiles? Sebelum ditangkap banyak media meliput operasi memiles tanpa malu hanya mau dpt uang. Kalau gitu namanya media apa? Media bau taik!	Negative	Anger
Media Hoax..Media sampah	Negative	Anger
Media ini diduga Provokator pengkhianat negara BUBARKAN SAJA MEDIA INI !!	Negative	Anger
Media KADRUN	Negative	Anger
Media kadrun ..uninstal 1 star dimulai..	Negative	Anger
Media kampret yg mulai mengabaikan fakta. Lebih bagus berita lambe2an	Negative	Anger
Media ngawur,ga independen,Tuti, click bait only..ngak mutu babar blas.	Negative	Anger
Media pemecah belah enyahlah	Negative	Anger
MEDIA PENGHASUT .. PENGHANCUR BANGSA SENDIRI .. ADU DOMBA ..	Negative	Anger
media penyebar hoax, memperkeruh keadaan, penghambat pembangunan..parah!!	Negative	Anger
Media profokasi menyerang pemerintah dg berita hoax dan sumber tidak jelas, media sampah	Negative	Anger
MEDIA PROFOMASI..	Negative	Anger
Media propaganda, sampah..Goblok ngapain dukung anti pemerintah? kaum anti pemerintah itu banyak yg fake akun Goblok..Macem2 karo wong Jowo, Ambyar kowe..	Negative	Anger
Media provikator	Negative	Anger
MEDIA PROVOKATOR, PENYEBAR HOAX	Negative	Anger
Media sampah kepanjangan dari manusia2 sampah sakit hati terhadap pemerintahan yg sah saat ini!ayo tenggelamkan media perusak moral anak bangsa ini jngn ksh kendor!	Negative	Anger
Media sampah.	Negative	Anger
Media sampah.. beritanya provokatif dan gak sesuai fakta.. memecah belah masyarakat	Negative	Anger
Media sdh ga netral.. Media bayaran.	Negative	Anger
MEDIA SEBESAR  KASIH BERITA BOHONG SOAL DRIVER ONLINE YANG MENGATAKAN DOMPET TEBAL PARA DRIVER BERITA SEPERTI INI SAJA BOHONG APA LAGI BERITA LAIN  	Negative	Anger
Media sudah d bungkam oleh penguasa ..gak jelas isinya	Negative	Anger
Media tidak independen, selalu memberitakan kejelekan pemerintah	Negative	Anger
Media tukang menjelekan pemerintah. . mau naikin anies bau badan lo. . nnti dlu bos. . wong media itu netral jangan berat sebelah. .	Negative	Anger
Media yang berat ke kubu petahana.. Bukannya saya pro salah satu kubu, saya tidak suka kalau media massa dipolitisasi.. Buruk..	Negative	Anger
Media yg d gunakan utk kepentingan politik bukan untuk mencerdaskan anak bangsa!!	Negative	Anger
Media yg nyeleneh	Negative	Anger
Memang 24 jam, tapi kalau TF lama di jeda 30 menit, malah gantian cs dan konfirmasi uang masuk proses akan semakin lama. Pas jam 21 CS close, transkasi gagal, Padhal semua data sinkron , ngeselin	Negative	Anger
MEMBOSANKAN	Negative	Anger
Membuat berita asal asalan tentng shiba inu..kamprett lo 	Negative	Anger
Mempersulit sekali dalam penanganan komplainnya. Buat minta kembalikan dana aja ribet bgt. Harus ini itulah..	Negative	Anger
MENDING JADI DIGITAL BANK AJA :) CEPETT	Negative	Anger
Mendingan ga usah di update   yang sekarang banyak ngebug nya dan setiap loading map harus nonton iklan ,,mendingan yang dulu aja	Negative	Anger
Mengecewakan. Transfer dari jam 8.20 pagi, sampe malam status masih TRANSFER DALAM PROSES. Padahal uang sudah didebit dari rekening saya. Coba hubungi CS, katanya transaksi akan diperiksa H+4 hari kerja. LAMBAN. Transfer karena segera dibutuhkan, malah jadi MASALAH.	Negative	Anger
Mengkritisi pemerintah bagus tpi hrs berimbang ini mah malah bikin berita yg ngaur menyesat kan masyarakat jdi mls saya terpaksa saya uninstal	Negative	Anger
menunggu stamina trlalu lama	Negative	Anger
Menyajikan Berita Basi dan Kdng Jauh dari Fakta jurnalistik	Negative	Anger
Mimin minta tolong dong. Untuk mode mabar di perbaiki. Ini banyak yang hack loh, room udah ada sandinya kon bisa orang lain masuk. Iya masuk. Tp ga ada gambar unit nya min. Gimana nih. TOLONG UNTUK DI PERBAIKI SECEPAT MUNGKIN. KARENA BISA MERUGIKAN  SENDIRI. ANDAI BISA NGIRIM GAMBAR PASTI TAK KASIH GAMBAR SSan nya Sekian terimakasih	Negative	Anger
min gmna ni min setiap meperbahrui profil kc gagal mulu sampe jengkel jdi gc asik nih..	Negative	Anger
Min kalo ada yg daftar pake nama Esta Plis lu blokir aja itu mantan gua anjir pokoknya jagan ntar gua kasih bintang 5 Okkkkk	Negative	Anger
Min tolong nomor telvon tidak di angkat . Saya sudah serahkan semua dokumen bukti transfer . Tapi malah pencairan tidak berhasil . Kadaluarsa . Admin bilang akan diproses . Tapi lagi lagi saya di minta dokumen padahal sebelum nya sudah di kasih.. Uang untuk belanja peralatan jual malah di tahan Kacau kacau bener ini Tolong sebelum saya tindak lanjut	Negative	Anger
Min.. busid setelah update malah ga jelas.. knapa kalau star mabar suka turun di awan? Ga bisa berkutik.. dah aku ss tp ga bisa kasih bukti.. ylpng dong admin.. Dr permainan dah bagus.. cuma kendala gitu aja.. sama kalau balapan loading map suka macet.. ga bisa balik lagi.. Sangat tidak nyaman min.. silahkan di perbaiki	Negative	Anger
minimal bikin traffic yg bener lahh, masa tiba tiba rem mendadak gk ada apa apa rem aja, bikin kesel org, traffic nya kencengin dikit kek, lambat bener	Negative	Anger
Minimal GK usah ada iklan lah ni game udah bagus tapi GK tau kenapa kalau ada iklan tu selalu keluar dari game buss jadi tolong di perbaiki	Negative	Anger
minta tolong yaa masa di klo lagi mode narik setiap loading map harus nonton iklan muluu	Negative	Anger
Mobile legends tolol dapat tim Myanmar terus	Negative	Anger
Moga vpn ini dibanned drinplaystore	Negative	Anger
Mohan maaf bug sma iklan pas lagi onlain pas mau main, keluar,pindah map iklan matikan atau hilangkan apa lgi iklan belanja Lazada shopie matikan sangat menganggu. Grafik nabah bagus tpi syg iklan gak ganggu bgt gak bisa di singkirin	Negative	Anger
Mohok	Negative	Anger
Mohon diperbaiki mau main gak bisa mau ganti bus gak bisa dan gak bisa keluar pas di garasi sekarang aku sampe harus hapus gemnya terus donlot lagi tapi susa banget	Negative	Anger
Mohon maaf ini app apaan ya ? Gara2 app ini hp saya diambil jablay rambut kuningtai, udh mah ga cakep ngaku nci2 pdahal mah lokal rasa Sumatra. Sumpah kesell !! Min lain kali tingkat kan keamanan sih ! Biar pelaku bisa dilacak !! Sok kaya pula ! Ujungnya semua sya yg bayar.. pokoknya pengguna app ini klo nemuin akun namanya Dhea umur 23 ati2 ya ! Klo bsa posting foto tu anak gue post Disni gambarnya & akunnya	Negative	Anger
Mohon Segera kirim barang yang sudah saya tukarin min udah lama nunggu	Negative	Anger
Mohon untuk Bug- Bug, segera diperbaiki. Karena, membuat suasana permainan jd kacau.. Baru aj di download ulang, di menu garasi hbs nonton iklan, tiba" jd item semua warna nya, hadeh sy sebagai pemain lama mengeluh agar pihak game segera memperbaiki Bug" yg ada pada game ini.	Negative	Anger
Mon Maap Min,Saya Donlod Apk Ini Udah Login Ada Tulisan Problen Kya Gitu Saya Udah Donlod 2 Kali ga Bisa Bisa Gitu,,Emng Busid HARUS Di Hp Ram Berapa? MHON di Jawab Min.	Negative	Anger
Msa mau bli aja pke krtu indosat ga bsa. Jlek bngt pilih"	Negative	Anger
Muak dengan cara kerja jurnalis yang memakai judul clickbait hanya untuk mencari peminat	Negative	Anger
Mungkin iklan bisa sedikit dikurangi. Setiap awal dan akhir job saja. Karena kalo setiap ganti maps harus ada iklan jadi sedikit mengganggu.	Negative	Anger
Najis banget chat dilive chat yg jawab cuma bot..chat diwa yang bales juga bot..aplikask ga jelas	Negative	Anger
Najis Bangsad! Kera!	Negative	Anger
Najis gua ke gem yah harus apdet dulu males burik	Negative	Anger
NAJIS LU KATA NYARI DUIT GAMPANG	Negative	Anger
Najis pendaftaranya ribet	Negative	Anger
Najis vpnnya kgk bisa dibuka	Negative	Anger
najiss cuma kirim psan mesti bayar	Negative	Anger
Namanya doang  indonesia, tapi punya TRANS Corp.. yang semua berita menjelekkan pemerintah.. beritanya semua penggiringan opini..	Negative	Anger
Neangan ajig	Negative	Anger
Ngaco	Negative	Anger
ngaco bin ngawur.. top up gopay 50rb atau 100rb diverifikasi debit visanya 10.00	Negative	Anger
Ngadakan event gak jelas laporin ja tinggal klik titik 3 laporin penipuan udah hilang dari playstore 	Negative	Anger
Ngak lengkap	Negative	Anger
ngasih berita yang bener, jangan asal asal tulis aja	Negative	Anger
Nge bug ngeleg apalah ini update gk jelas, dan iklan nya makin parahh	Negative	Anger
Nge bug terus	Negative	Anger
Nge heng mulu.. Sering error	Negative	Anger
Ngebug mulu woii	Negative	Anger
Ngebug tiba tiba Loading lamaan Ta*lah	Negative	Anger
Ngeclose dewe!!	Negative	Anger
NGEDONLODNYA LAMA BANGET	Negative	Anger
Ngedonwload gamesnya kama banget dan mahal banget utk download nya 40 Mb rugii!!!!	Negative	Anger
Ngefreeze total di hape sy android 10. Hrs paksa reboot. Setiap kali buka selalu freeze, sampai 3 kali ngereboot trs. Dah lah.	Negative	Anger
Ngeleg	Negative	Anger
Ngemis rating mulu, annoying amat	Negative	Anger
Ngepost berita kok hoax huftt	Negative	Anger
Ngeselin cabut bintang.copot aplikasi	Negative	Anger
Ngga kredible kebebasan yg provokativ.. Kesanya jurnalis bayaran yg siap membelokan fakta demi kepentingan publik dianggap bahan penyesatan berita	Negative	Anger
Ngga usah bilang najis lo. Kagak bersyukur amat lo, kayak ngga pernah redeem pulsa aja	Negative	Anger
Nggak ada REPORTASE di TRANS TV nggak bisa nengok ok	Negative	Anger
Nggak kayak dulu, di update tapi secara bermain jadi kagak enak, agak patah patah, iklannya maksa banget	Negative	Anger
Nggk jelass bangett giliran mau masuk ke gamee nya selalu keluar dengan sendiri nya pdahal udh di nyalain data tapi masihh ajah keluar² an truss	Negative	Anger
nggk seru chat juga berbayar aplikasi apaan kaya gini	Negative	Anger
ngrasain jd ojol kaga, bkin berita sembarangan, lu kira motor gw bahan bakar aer	Negative	Anger
nguras paketan	Negative	Anger
Ni gimana sih min saya mode pariwisata pekanbaru ampe bromo masa pas pulang ampe pekanbaru maunya bug tembus terus capek min udah 3 hari gw mainin. Kalo ga sanggup mending ga usah update besar besaran deh kalo bugnya blm bisa di fik.	Negative	Anger
Niat benneer nyari duitnye,, parah.. klik ini koin klik ono koin.. cari app laen lg aje yeh? Yg ini uninstall!! haduuh bidadari gw susah banget ketemunye sabar yeh sayank.. kita pasti ketemu.. (tau da ah gelap) haha	Negative	Anger
Niat update apa nggak game ini, dulu pas mau mabar caranya gampang buat login sekarang susah banget mau login tiba-tiba hilang dasar game jelek, update gak niat	Negative	Anger
Nih APK ga bisa lagi pakai fitur minta uang, ga ada guna nya lagi.	Negative	Anger
Nih aplikasi gila ya, notif sukses lebih cepet daripada sampe ke rekening tujuan. Gimana kita bisa dipercaya sama orang kalo make aplikasi kaya gini. belom sampe tp udah dibilang sukses	Negative	Anger
Njajal sek	Negative	Anger
no caption Dah itu, yang bacot ini itu, sadar woeyy, minta yang bagus tapi mao yang gratis/murah, Sadari diri dung	Negative	Anger
Noob kontol apaan apl kayak gini Sampah asu	Negative	Anger
NUB	Negative	Anger
Nyaman VPN ini malah muter2 sinyal.. stlh dmatikan VPN lancar.. VPN apaan ini	Negative	Anger
Nyebelin ini app	Negative	Anger
Nyedot data mulu gara iklan asem	Negative	Anger
Nyesal kalo ketik.. .. ........ .. .. ........... ............ .............. ........ ..... .... . ...... .. ........ ............ ..... ........... .. . .... . .. . Yang ketik orang gila	Negative	Anger
Nyesel bgt gue download ni pke bayar lg hurff jdi 1 aja bintangny krna benci	Negative	Anger
O ini to  ..klo muat berita ky kampret	Negative	Anger
Ojo sok semok	Negative	Anger
Ojol yang d surabaya itu bukan pdp dia itu ojol korban laka klu kasih info yg real donk	Negative	Anger
Oooppo kogtfkftR butohe elekk	Negative	Anger
Opini berita selalu dibesar besarkan, berita berita disini selalu tidak sesuai dengan apa yang terjadi, bukannya dapat berita yang netral malah dapet berita yang ngawur	Negative	Anger
Ouy bang   tolong lah mobil pengendara lain jangan suka berheti di tengah jalan lah gara gara ke senggol dikit langsung berhenti itu susah lewat lah kami kadang kadang kami kesel gara gara mobil henti di tengah jalan tolong lah   pengendara/komputer nya harus peka dikit, Aku mau parkir langsung di tabrak jadi susah jalanya jadi sempit harusnya peka kalo ada mobil sedang parkir atau mundur dulu	Negative	Anger
Overall Ok. Hanya saja ada iklan yang sangat mengganggu karna gak bisa di close saat muncul, mengakibatkan harus tutup paksa aplikasinya sehingga harus mengulang progress terakhir, bahkan pembayaran hasil tarikan tidak masuk karna menutup paksa aplikasi. Sangat mengecewakan. Tolong  segera diperbaiki.	Negative	Anger
Oy bisnis udh upgrade tiba" Suruh upgrade ulang gajelas hmm	Negative	Anger
Oy caduk pas poin w 80. Mau rendem sama pulsa gk ada. Yang pertama aja rendeman w belum nyampe nyampe. Tai banget oy.	Negative	Anger
Oy sekarang jelek, uang sering nyangkut, komplain penyelesaian lama, gk prepesional. Kacau aplikasi oy sekarang, gk sprti flip	Negative	Anger
oy semakin buruk, otw uninstal..	Negative	Anger
Oy semakin hari semakin payah, katanya fiturnya lebih menarik tapi menurutku tdk ada hal di oy semenarik penukaran pulsa. FiturPenukaran pulsanya pun sudah di hapus. .payah payah payahh. Siap siap unistal (n)	Negative	Anger
Oy SUDAH TIDAK GRATIS LAGI (admin 1.500) Tapi Tenang MASIH BANYAK APLIKASI LAIN YG KASIH TRANSFER GRATIS. Tenks Sudah Pernah Memberikan Gratisan Selama Ini. Bye-bye 	Negative	Anger
pada sok asik komen nya	Negative	Anger
padahal penyimpanan gue masih 3gb knp download ini ga bisa anj	Negative	Anger
Pake Burem foto ny org,ada notif tp ga bisa d liat..ach..KATRO pake kuota aje,sgla hrs bli pake duit.	Negative	Anger
Pake nya ribet,  udh gitu ga lengkap	Negative	Anger
Pake OY tidak sebagus Flip, di Flip bebas tranfer antar bank sepuasnya.. di OY lama kelamaan kena admin juga 	Negative	Anger
Pantesan provokatif, media KADRUN	Negative	Anger
Parah aplikasinya uang sering nyangkut kalau dikomplain suruh nunggu tanpa ada kepastian ini ad transaksi aku sudah 1 minggu lebih gak jelas uangnya masih aja nyangkut. Ditingkatkan lagi donk pelayanannya. Kalau kayak gini kasihan penggunannya uangnya di gantungin. Yang profesional kerjanya. kasih kepastian. Jangan cuman disuru nunggu dan nunggu saja.padahal kita sudah percaya kalau kayak gini percumah pakae jadinya padahal butuh cepet.	Negative	Anger
Parah banget sih, uang sudah di kirim melalui virtual account, pihak oy bilang pembayaran sudah di Terima, tapi dl tdk diteruskan ke rekening tujuan. Di suruh nunggu sampai 8 hari kerja. Ga kurang lama apa itu? Itu uang mau buat bayar pesantren, masak suruh nunggu 8 hari, ampun deh, kirain bisa diandalkan waktu bank libur. Ternyata TIDAK 	Negative	Anger
Parah bgt masa chatting harus di batas jumlahnya kaya SMS doang kalau cara seperti gitu mah saya kasih  1 ajah parah bgt	Negative	Anger
Parah bngt ga bisa hubungkan akun bank, pdhl data akun bank sudah sesuai dengan data pd oy, tolong diperbaiki mslh yg sperti ini, slalu muncul keterangan data pada akun bank dan data pd oy tidak sesuai, pdhl sdh sesuai	Negative	Anger
Parah development ny trlalu gila duit bls chat harus bayar	Negative	Anger
Parah ini game sekarang ko sering kluar sendiri tolong depolopor di perbaiki dong game nya	Negative	Anger
Parah makin hari makin susah dapetib poin nya padahal sehari chat 100 lebih cuma dapat 29	Negative	Anger
Parah nih aplikasi,habis di update nggk bisa login,tiap kali mau login pasti notif nya "ada kesalahan dengan akun anda, silahkan login ulang" setelah saya login dengan OTP eh tetap ngg bisa notif nya tetap sama "ada kesalahan dengan akun anda,silahkan login ulang" begitu terus,walau ganti pin tetap nggk bisa login,mau nya apa sih	Negative	Anger
Parah refund uang sendiri aja lama masa nunggu 7 hari kerja, ngomong aja kalo gak niat.. Gw tu orang susah duit segitu gede buat saya, mana uangnya mau dipake. Parah sih ini apk	Negative	Anger
Parah sekali.. udah TF uang belum masuk.. Ini seperti money game.. Sengaja uang ditahan sama OY berhari-hari.. Untuk diputar.. hati-hati yang transfer besar.. Rawan Nyangkut.. Mending keluar 6.500 tapi langsung Nyampe.. Daripada hemat 400 lewat OY, tapi uang gak tahu kapan Nyampenya.. Bikin Nyesek kalo itu uang titipan transfer..	Negative	Anger
Parah si skrg OY , semenjak update jdi makin lama masuknya untuk BRIVA , sedangkan bisnis saya rata2 menggunakan BRIVA . Hrus di komplain dlu ke CS nya bru di proses . Tolong kerjasama nya pihak OY , perbarui lgi , atau kembalikan OY yg dulu!!	Negative	Anger
Parah traffic nya, tukang tabrak, tukang srempet, tukang sruduk. suka berhenti mendadak tanpa ada sebab!! Tolong perbaiki. Padahal game nya sudah bagus. Tak kasih bintang 3 cuma gegara traffic.	Negative	Anger
parah udah di download tapi ga keluar aplikasi gamenya, goblog kuota aing beak	Negative	Anger
Parah udh nunggu update smpe setahun, eh pas udh update progres akun gua hilang dan balik lagi dari awal padahal gua udh beli semua bus	Negative	Anger
Parah,,masuk,,loading,,iklan,,tiba2 keluar,,masuk lagi,,loading lgi,,iklan lgi,,tiba2 keluar lgi,,gitu trs smpe 4 kali,,makin parah ni aplikasi	Negative	Anger
Parah,saldo gua 2 juta belum masuk. Transfer via virtual akun bni oy..udah gitu transaksi nya ga tercatat di riwayat transaksi. Balikin duit gua oy..	Negative	Anger
Parahh!! Uang nyangkut g ada kejelasan, infonya masih dalam antrian. Dari pagi sampai siang bilangnya banyak feedback yg masuk, masih proses, itu terus alasannya. Masa uang sudah di transfer sttus belum di terima, sudah kirim bukti trf masih begtu terus. Respon lambat	Negative	Anger
